"GEOID","Region"
"12057004700","Tampa Bay"
"12057011608","Tampa Bay"
"12057011904","Tampa Bay"
"12057014008","Tampa Bay"
"12057011902","Tampa Bay"
"12057011614","Tampa Bay"
"12057014014","Tampa Bay"
"12057014013","Tampa Bay"
"12057000601","Tampa Bay"
"12057000602","Tampa Bay"
"12057011709","Tampa Bay"
"12057010502","Tampa Bay"
"12057011413","Tampa Bay"
"12057013001","Tampa Bay"
"12057010701","Tampa Bay"
"12057012402","Tampa Bay"
"12057014122","Tampa Bay"
"12057000201","Tampa Bay"
"12057014121","Tampa Bay"
"12057013804","Tampa Bay"
"12057013208","Tampa Bay"
"12057011507","Tampa Bay"
"12057011509","Tampa Bay"
"12057013913","Tampa Bay"
"12057013317","Tampa Bay"
"12057002500","Tampa Bay"
"12057012106","Tampa Bay"
"12057002400","Tampa Bay"
"12057011410","Tampa Bay"
"12057014007","Tampa Bay"
"12057011901","Tampa Bay"
"12057014009","Tampa Bay"
"12057014010","Tampa Bay"
"12057010816","Tampa Bay"
"12057013321","Tampa Bay"
"12057013922","Tampa Bay"
"12057004200","Tampa Bay"
"12057011206","Tampa Bay"
"12057011204","Tampa Bay"
"12057004600","Tampa Bay"
"12057011107","Tampa Bay"
"12057013807","Tampa Bay"
"12057006300","Tampa Bay"
"12057000300","Tampa Bay"
"12057013310","Tampa Bay"
"12057013305","Tampa Bay"
"12057014011","Tampa Bay"
"12057011612","Tampa Bay"
"12057013802","Tampa Bay"
"12057010810","Tampa Bay"
"12057000700","Tampa Bay"
"12057000902","Tampa Bay"
"12057011414","Tampa Bay"
"12057013602","Tampa Bay"
"12057004400","Tampa Bay"
"12057014003","Tampa Bay"
"12057013002","Tampa Bay"
"12057000102","Tampa Bay"
"12057014119","Tampa Bay"
"12057013206","Tampa Bay"
"12057013806","Tampa Bay"
"12057013415","Tampa Bay"
"12057010204","Tampa Bay"
"12057010811","Tampa Bay"
"12057013908","Tampa Bay"
"12057013912","Tampa Bay"
"12057002600","Tampa Bay"
"12057011412","Tampa Bay"
"12057011409","Tampa Bay"
"12057011106","Tampa Bay"
"12057010805","Tampa Bay"
"12057001400","Tampa Bay"
"12057000500","Tampa Bay"
"12057011304","Tampa Bay"
"12057013205","Tampa Bay"
"12057013801","Tampa Bay"
"12057010205","Tampa Bay"
"12057011607","Tampa Bay"
"12057004500","Tampa Bay"
"12057010211","Tampa Bay"
"12057980600","Tampa Bay"
"12057011109","Tampa Bay"
"12057013505","Tampa Bay"
"12057000202","Tampa Bay"
"12057011013","Tampa Bay"
"12057013703","Tampa Bay"
"12057011418","Tampa Bay"
"12057010809","Tampa Bay"
"12057013803","Tampa Bay"
"12057002000","Tampa Bay"
"12057002100","Tampa Bay"
"12057010812","Tampa Bay"
"12057011408","Tampa Bay"
"12057013412","Tampa Bay"
"12057011411","Tampa Bay"
"12057011203","Tampa Bay"
"12057001300","Tampa Bay"
"12057001100","Tampa Bay"
"12057010808","Tampa Bay"
"12057013100","Tampa Bay"
"12057001500","Tampa Bay"
"12057001700","Tampa Bay"
"12057013322","Tampa Bay"
"12057012304","Tampa Bay"
"12057010209","Tampa Bay"
"12057010813","Tampa Bay"
"12057000800","Tampa Bay"
"12057002300","Tampa Bay"
"12057013503","Tampa Bay"
"12057014002","Tampa Bay"
"12057011103","Tampa Bay"
"12057013003","Tampa Bay"
"12057001600","Tampa Bay"
"12057013004","Tampa Bay"
"12057001002","Tampa Bay"
"12057001800","Tampa Bay"
"12057001900","Tampa Bay"
"12057013406","Tampa Bay"
"12057012401","Tampa Bay"
"12057013907","Tampa Bay"
"12057004300","Tampa Bay"
"12057013903","Tampa Bay"
"12057013501","Tampa Bay"
"12057011010","Tampa Bay"
"12057000101","Tampa Bay"
"12057001200","Tampa Bay"
"12057001001","Tampa Bay"
"12057002200","Tampa Bay"
"12057013204","Tampa Bay"
"12057010818","Tampa Bay"
"12057013203","Tampa Bay"
"12057011015","Tampa Bay"
"12057013410","Tampa Bay"
"12057013409","Tampa Bay"
"12057013411","Tampa Bay"
"12057013407","Tampa Bay"
"12057011008","Tampa Bay"
"12057013504","Tampa Bay"
"12057000901","Tampa Bay"
"12057011012","Tampa Bay"
"12057013923","Tampa Bay"
"12057011006","Tampa Bay"
"12057010702","Tampa Bay"
"12057013704","Tampa Bay"
"12057011014","Tampa Bay"
"12057011005","Tampa Bay"
"12057011016","Tampa Bay"
"12057011007","Tampa Bay"
"12057010900","Tampa Bay"
"12069031310","Orlando"
"12069030807","Orlando"
"12069031311","Orlando"
"12069031205","Orlando"
"12069030107","Orlando"
"12069031308","Orlando"
"12069031309","Orlando"
"12069030411","Orlando"
"12069031000","Orlando"
"12069030913","Orlando"
"12069030203","Orlando"
"12069031102","Orlando"
"12069031301","Orlando"
"12069031306","Orlando"
"12069030602","Orlando"
"12069030914","Orlando"
"12069030102","Orlando"
"12069030209","Orlando"
"12069030306","Orlando"
"12069030108","Orlando"
"12069030410","Orlando"
"12069030408","Orlando"
"12069030805","Orlando"
"12069030806","Orlando"
"12069030902","Orlando"
"12069030912","Orlando"
"12069030701","Orlando"
"12069031101","Orlando"
"12069031307","Orlando"
"12069031203","Orlando"
"12069031103","Orlando"
"12069030207","Orlando"
"12069030206","Orlando"
"12069030307","Orlando"
"12069030407","Orlando"
"12069030502","Orlando"
"12069030503","Orlando"
"12069030804","Orlando"
"12069030803","Orlando"
"12069030106","Orlando"
"12069031204","Orlando"
"12069031202","Orlando"
"12069030305","Orlando"
"12069030208","Orlando"
"12069030308","Orlando"
"12069030405","Orlando"
"12069030601","Orlando"
"12069030406","Orlando"
"12069030302","Orlando"
"12069031305","Orlando"
"12069030105","Orlando"
"12069030702","Orlando"
"12069030204","Orlando"
"12069030504","Orlando"
"12069030104","Orlando"
"12069030409","Orlando"
"12081000603","Tampa Bay"
"12081000703","Tampa Bay"
"12081000705","Tampa Bay"
"12081000604","Tampa Bay"
"12081000704","Tampa Bay"
"12081000408","Tampa Bay"
"12081001907","Tampa Bay"
"12081001904","Tampa Bay"
"12081000103","Tampa Bay"
"12081000105","Tampa Bay"
"12081000202","Tampa Bay"
"12081001300","Tampa Bay"
"12081000803","Tampa Bay"
"12081000304","Tampa Bay"
"12081000807","Tampa Bay"
"12081000501","Tampa Bay"
"12081001913","Tampa Bay"
"12081000601","Tampa Bay"
"12081000902","Tampa Bay"
"12081000306","Tampa Bay"
"12081990000","Tampa Bay"
"12081001911","Tampa Bay"
"12081001203","Tampa Bay"
"12081001108","Tampa Bay"
"12081001106","Tampa Bay"
"12081000305","Tampa Bay"
"12081000101","Tampa Bay"
"12081001602","Tampa Bay"
"12081000808","Tampa Bay"
"12081001912","Tampa Bay"
"12081000201","Tampa Bay"
"12081001910","Tampa Bay"
"12081002013","Tampa Bay"
"12081002012","Tampa Bay"
"12081001107","Tampa Bay"
"12081000106","Tampa Bay"
"12081002017","Tampa Bay"
"12081000504","Tampa Bay"
"12081001703","Tampa Bay"
"12081001800","Tampa Bay"
"12081002003","Tampa Bay"
"12081001601","Tampa Bay"
"12081001402","Tampa Bay"
"12081001104","Tampa Bay"
"12081002016","Tampa Bay"
"12081000809","Tampa Bay"
"12081001202","Tampa Bay"
"12081001105","Tampa Bay"
"12081000503","Tampa Bay"
"12081001204","Tampa Bay"
"12081001914","Tampa Bay"
"12081002005","Tampa Bay"
"12081002010","Tampa Bay"
"12081000405","Tampa Bay"
"12081000901","Tampa Bay"
"12081001908","Tampa Bay"
"12081000407","Tampa Bay"
"12081001000","Tampa Bay"
"12081000804","Tampa Bay"
"12081001701","Tampa Bay"
"12081000810","Tampa Bay"
"12081000309","Tampa Bay"
"12081000406","Tampa Bay"
"12081001909","Tampa Bay"
"12081000310","Tampa Bay"
"12081002011","Tampa Bay"
"12081002008","Tampa Bay"
"12081002014","Tampa Bay"
"12081000805","Tampa Bay"
"12081000308","Tampa Bay"
"12081001403","Tampa Bay"
"12081001502","Tampa Bay"
"12081002015","Tampa Bay"
"12081001404","Tampa Bay"
"12081000403","Tampa Bay"
"12081002007","Tampa Bay"
"12081001704","Tampa Bay"
"12081001501","Tampa Bay"
"12081000307","Tampa Bay"
"12083001700","Orlando"
"12083001900","Orlando"
"12083001301","Orlando"
"12083001003","Orlando"
"12083001206","Orlando"
"12083001500","Orlando"
"12083001208","Orlando"
"12083000902","Orlando"
"12083001800","Orlando"
"12083001204","Orlando"
"12083980100","Orlando"
"12083001207","Orlando"
"12083001104","Orlando"
"12083001600","Orlando"
"12083000901","Orlando"
"12083002302","Orlando"
"12083000801","Orlando"
"12083001103","Orlando"
"12083001205","Orlando"
"12083001302","Orlando"
"12083001401","Orlando"
"12083002001","Orlando"
"12083000802","Orlando"
"12083002502","Orlando"
"12083002401","Orlando"
"12083000502","Orlando"
"12083000701","Orlando"
"12083980000","Orlando"
"12083000605","Orlando"
"12083000302","Orlando"
"12083001008","Orlando"
"12083001102","Orlando"
"12083000401","Orlando"
"12083002402","Orlando"
"12083002301","Orlando"
"12083002203","Orlando"
"12083002605","Orlando"
"12083000602","Orlando"
"12083000604","Orlando"
"12083000702","Orlando"
"12083000402","Orlando"
"12083002202","Orlando"
"12083001007","Orlando"
"12083001005","Orlando"
"12083002503","Orlando"
"12083002606","Orlando"
"12083002702","Orlando"
"12083002701","Orlando"
"12083002002","Orlando"
"12083001402","Orlando"
"12083001006","Orlando"
"12083002100","Orlando"
"12083000100","Orlando"
"12083000501","Orlando"
"12083000601","Orlando"
"12083002504","Orlando"
"12083000301","Orlando"
"12083002602","Orlando"
"12083002601","Orlando"
"12083002201","Orlando"
"12083002604","Orlando"
"12083000200","Orlando"
"12083001004","Orlando"
"12086008804","Miami"
"12086011800","Miami"
"12086008701","Miami"
"12086000903","Miami"
"12086008702","Miami"
"12086004701","Miami"
"12086008602","Miami"
"12086004608","Miami"
"12086008803","Miami"
"12086011001","Miami"
"12086013500","Miami"
"12086008502","Miami"
"12086004607","Miami"
"12086011008","Miami"
"12086011404","Miami"
"12086009014","Miami"
"12086000708","Miami"
"12086011003","Miami"
"12086000808","Miami"
"12086000608","Miami"
"12086013100","Miami"
"12086000302","Miami"
"12086004605","Miami"
"12086009027","Miami"
"12086001004","Miami"
"12086010802","Miami"
"12086009023","Miami"
"12086009022","Miami"
"12086009021","Miami"
"12086015300","Miami"
"12086001302","Miami"
"12086009038","Miami"
"12086009026","Miami"
"12086009040","Miami"
"12086001301","Miami"
"12086010900","Miami"
"12086004500","Miami"
"12086004602","Miami"
"12086009006","Miami"
"12086000413","Miami"
"12086008805","Miami"
"12086008806","Miami"
"12086011005","Miami"
"12086000902","Miami"
"12086008901","Miami"
"12086000607","Miami"
"12086005002","Miami"
"12086010704","Miami"
"12086008601","Miami"
"12086013300","Miami"
"12086011007","Miami"
"12086008306","Miami"
"12086008907","Miami"
"12086000305","Miami"
"12086003914","Miami"
"12086009020","Miami"
"12086009024","Miami"
"12086000807","Miami"
"12086000806","Miami"
"12086000901","Miami"
"12086014500","Miami"
"12086005303","Miami"
"12086015200","Miami"
"12086009044","Miami"
"12086009046","Miami"
"12086008501","Miami"
"12086011403","Miami"
"12086000505","Miami"
"12086012700","Miami"
"12086000709","Miami"
"12086009036","Miami"
"12086001103","Miami"
"12086001203","Miami"
"12086000603","Miami"
"12086001205","Miami"
"12086008902","Miami"
"12086005103","Miami"
"12086009010","Miami"
"12086005201","Miami"
"12086008904","Miami"
"12086012400","Miami"
"12086000601","Miami"
"12086009039","Miami"
"12086012600","Miami"
"12086000503","Miami"
"12086011900","Miami"
"12086013200","Miami"
"12086005302","Miami"
"12086010801","Miami"
"12086000217","Miami"
"12086013600","Miami"
"12086001002","Miami"
"12086008307","Miami"
"12086009029","Miami"
"12086002100","Miami"
"12086003915","Miami"
"12086009034","Miami"
"12086009019","Miami"
"12086000805","Miami"
"12086001104","Miami"
"12086014400","Miami"
"12086001204","Miami"
"12086004406","Miami"
"12086008418","Miami"
"12086008419","Miami"
"12086015000","Miami"
"12086006002","Miami"
"12086011700","Miami"
"12086000504","Miami"
"12086000602","Miami"
"12086009035","Miami"
"12086010011","Miami"
"12086009305","Miami"
"12086009306","Miami"
"12086005102","Miami"
"12086000605","Miami"
"12086001803","Miami"
"12086008906","Miami"
"12086002003","Miami"
"12086001903","Miami"
"12086000707","Miami"
"12086001904","Miami"
"12086012500","Miami"
"12086010612","Miami"
"12086009200","Miami"
"12086009015","Miami"
"12086000804","Miami"
"12086010703","Miami"
"12086013000","Miami"
"12086000216","Miami"
"12086000218","Miami"
"12086000301","Miami"
"12086009028","Miami"
"12086008304","Miami"
"12086009030","Miami"
"12086009031","Miami"
"12086000113","Miami"
"12086009017","Miami"
"12086001101","Miami"
"12086001102","Miami"
"12086010012","Miami"
"12086005600","Miami"
"12086001206","Miami"
"12086009043","Miami"
"12086014900","Miami"
"12086011300","Miami"
"12086011401","Miami"
"12086000410","Miami"
"12086000414","Miami"
"12086011600","Miami"
"12086010010","Miami"
"12086010210","Miami"
"12086010300","Miami"
"12086000132","Miami"
"12086000604","Miami"
"12086001802","Miami"
"12086004902","Miami"
"12086002001","Miami"
"12086005104","Miami"
"12086016700","Miami"
"12086002004","Miami"
"12086010609","Miami"
"12086010610","Miami"
"12086017200","Miami"
"12086005202","Miami"
"12086002202","Miami"
"12086000712","Miami"
"12086000711","Miami"
"12086000215","Miami"
"12086003918","Miami"
"12086005304","Miami"
"12086013400","Miami"
"12086008305","Miami"
"12086001003","Miami"
"12086008308","Miami"
"12086001005","Miami"
"12086001006","Miami"
"12086014300","Miami"
"12086000107","Miami"
"12086000109","Miami"
"12086005501","Miami"
"12086005502","Miami"
"12086014700","Miami"
"12086005703","Miami"
"12086004403","Miami"
"12086005901","Miami"
"12086005902","Miami"
"12086000409","Miami"
"12086009047","Miami"
"12086011500","Miami"
"12086004702","Miami"
"12086006101","Miami"
"12086001402","Miami"
"12086001501","Miami"
"12086004703","Miami"
"12086004901","Miami"
"12086001703","Miami"
"12086012300","Miami"
"12086001901","Miami"
"12086010604","Miami"
"12086000706","Miami"
"12086000705","Miami"
"12086017100","Miami"
"12086003911","Miami"
"12086980700","Miami"
"12086010613","Miami"
"12086000710","Miami"
"12086017500","Miami"
"12086000214","Miami"
"12086009400","Miami"
"12086003919","Miami"
"12086003921","Miami"
"12086013700","Miami"
"12086003922","Miami"
"12086014200","Miami"
"12086004102","Miami"
"12086000306","Miami"
"12086010006","Miami"
"12086005409","Miami"
"12086005410","Miami"
"12086002703","Miami"
"12086000115","Miami"
"12086014600","Miami"
"12086005701","Miami"
"12086014800","Miami"
"12086011201","Miami"
"12086004304","Miami"
"12086005903","Miami"
"12086000408","Miami"
"12086000411","Miami"
"12086000501","Miami"
"12086010205","Miami"
"12086010207","Miami"
"12086010208","Miami"
"12086001502","Miami"
"12086001801","Miami"
"12086012000","Miami"
"12086016600","Miami"
"12086005001","Miami"
"12086012200","Miami"
"12086016800","Miami"
"12086016100","Miami"
"12086016900","Miami"
"12086017000","Miami"
"12086009313","Miami"
"12086002201","Miami"
"12086010614","Miami"
"12086010617","Miami"
"12086012900","Miami"
"12086003917","Miami"
"12086008202","Miami"
"12086008206","Miami"
"12086000220","Miami"
"12086000219","Miami"
"12086004000","Miami"
"12086013900","Miami"
"12086014000","Miami"
"12086014100","Miami"
"12086018400","Miami"
"12086002702","Miami"
"12086000308","Miami"
"12086000402","Miami"
"12086018600","Miami"
"12086008416","Miami"
"12086000119","Miami"
"12086005704","Miami"
"12086005801","Miami"
"12086011202","Miami"
"12086004301","Miami"
"12086009100","Miami"
"12086000412","Miami"
"12086010204","Miami"
"12086000128","Miami"
"12086006001","Miami"
"12086000131","Miami"
"12086001602","Miami"
"12086009309","Miami"
"12086012100","Miami"
"12086016500","Miami"
"12086001702","Miami"
"12086016400","Miami"
"12086010608","Miami"
"12086000204","Miami"
"12086003913","Miami"
"12086003912","Miami"
"12086000209","Miami"
"12086017300","Miami"
"12086012800","Miami"
"12086009315","Miami"
"12086006501","Miami"
"12086008101","Miami"
"12086008102","Miami"
"12086008207","Miami"
"12086002403","Miami"
"12086013800","Miami"
"12086008209","Miami"
"12086005403","Miami"
"12086005405","Miami"
"12086011009","Miami"
"12086005407","Miami"
"12086010001","Miami"
"12086018500","Miami"
"12086008412","Miami"
"12086000118","Miami"
"12086011101","Miami"
"12086004405","Miami"
"12086004303","Miami"
"12086005802","Miami"
"12086000120","Miami"
"12086015100","Miami"
"12086001401","Miami"
"12086010198","Miami"
"12086000127","Miami"
"12086010201","Miami"
"12086000130","Miami"
"12086015400","Miami"
"12086009308","Miami"
"12086001701","Miami"
"12086010500","Miami"
"12086003707","Miami"
"12086000134","Miami"
"12086016300","Miami"
"12086010606","Miami"
"12086009311","Miami"
"12086009312","Miami"
"12086006302","Miami"
"12086980800","Miami"
"12086017400","Miami"
"12086000213","Miami"
"12086980900","Miami"
"12086006503","Miami"
"12086002300","Miami"
"12086008205","Miami"
"12086002402","Miami"
"12086008208","Miami"
"12086002501","Miami"
"12086990000","Miami"
"12086002600","Miami"
"12086005406","Miami"
"12086010005","Miami"
"12086000307","Miami"
"12086008410","Miami"
"12086009906","Miami"
"12086008414","Miami"
"12086006801","Miami"
"12086008417","Miami"
"12086004404","Miami"
"12086000405","Miami"
"12086004206","Miami"
"12086018800","Miami"
"12086010209","Miami"
"12086010013","Miami"
"12086003001","Miami"
"12086000125","Miami"
"12086000124","Miami"
"12086003400","Miami"
"12086015500","Miami"
"12086001605","Miami"
"12086001606","Miami"
"12086015800","Miami"
"12086016200","Miami"
"12086003801","Miami"
"12086016000","Miami"
"12086000202","Miami"
"12086000206","Miami"
"12086003906","Miami"
"12086009314","Miami"
"12086003916","Miami"
"12086000212","Miami"
"12086980200","Miami"
"12086008000","Miami"
"12086007901","Miami"
"12086007902","Miami"
"12086002706","Miami"
"12086981000","Miami"
"12086002404","Miami"
"12086002502","Miami"
"12086018000","Miami"
"12086010009","Miami"
"12086018300","Miami"
"12086009904","Miami"
"12086009905","Miami"
"12086008405","Miami"
"12086006714","Miami"
"12086008409","Miami"
"12086006802","Miami"
"12086000133","Miami"
"12086000404","Miami"
"12086015900","Miami"
"12086003705","Miami"
"12086005904","Miami"
"12086007001","Miami"
"12086002800","Miami"
"12086019100","Miami"
"12086010193","Miami"
"12086000129","Miami"
"12086010400","Miami"
"12086001603","Miami"
"12086009307","Miami"
"12086009504","Miami"
"12086003704","Miami"
"12086017700","Miami"
"12086009704","Miami"
"12086000140","Miami"
"12086003803","Miami"
"12086020300","Miami"
"12086980600","Miami"
"12086006403","Miami"
"12086006402","Miami"
"12086980400","Miami"
"12086006401","Miami"
"12086007806","Miami"
"12086008415","Miami"
"12086000403","Miami"
"12086011102","Miami"
"12086003703","Miami"
"12086017900","Miami"
"12086009706","Miami"
"12086018100","Miami"
"12086018200","Miami"
"12086009901","Miami"
"12086008309","Miami"
"12086004103","Miami"
"12086008407","Miami"
"12086004106","Miami"
"12086015600","Miami"
"12086015700","Miami"
"12086006206","Miami"
"12086017600","Miami"
"12086006301","Miami"
"12086018700","Miami"
"12086006900","Miami"
"12086019900","Miami"
"12086002900","Miami"
"12086010015","Miami"
"12086003004","Miami"
"12086019400","Miami"
"12086006102","Miami"
"12086007805","Miami"
"12086007807","Miami"
"12086004204","Miami"
"12086002705","Miami"
"12086009501","Miami"
"12086020000","Miami"
"12086020200","Miami"
"12086009803","Miami"
"12086003804","Miami"
"12086000211","Miami"
"12086980500","Miami"
"12086007801","Miami"
"12086980100","Miami"
"12086019500","Miami"
"12086004203","Miami"
"12086003602","Miami"
"12086003706","Miami"
"12086006201","Miami"
"12086017800","Miami"
"12086009703","Miami"
"12086019700","Miami"
"12086009804","Miami"
"12086009808","Miami"
"12086009903","Miami"
"12086006709","Miami"
"12086006713","Miami"
"12086490100","Miami"
"12086003601","Miami"
"12086007804","Miami"
"12086007603","Miami"
"12086004205","Miami"
"12086019600","Miami"
"12086006203","Miami"
"12086006601","Miami"
"12086020100","Miami"
"12086007002","Miami"
"12086018900","Miami"
"12086003003","Miami"
"12086003100","Miami"
"12086004105","Miami"
"12086000122","Miami"
"12086007503","Miami"
"12086007604","Miami"
"12086006205","Miami"
"12086003702","Miami"
"12086009600","Miami"
"12086007701","Miami"
"12086009705","Miami"
"12086007704","Miami"
"12086003909","Miami"
"12086980300","Miami"
"12086006711","Miami"
"12086000126","Miami"
"12086006707","Miami"
"12086000123","Miami"
"12086019200","Miami"
"12086000121","Miami"
"12086007501","Miami"
"12086007605","Miami"
"12086006504","Miami"
"12086007606","Miami"
"12086006705","Miami"
"12086006706","Miami"
"12086009807","Miami"
"12086019000","Miami"
"12086007101","Miami"
"12086010016","Miami"
"12086007300","Miami"
"12086007705","Miami"
"12086019300","Miami"
"12086007400","Miami"
"12086007200","Miami"
"12086007601","Miami"
"12086009806","Miami"
"12086007702","Miami"
"12086019800","Miami"
"12086006702","Miami"
"12086006602","Miami"
"12086007104","Miami"
"12086007103","Miami"
"12086009503","Miami"
"12087971600","Miami"
"12087971800","Miami"
"12087970500","Miami"
"12087971900","Miami"
"12087971501","Miami"
"12087970300","Miami"
"12087971502","Miami"
"12087971700","Miami"
"12087971002","Miami"
"12087990000","Miami"
"12087970200","Miami"
"12087971300","Miami"
"12087970600","Miami"
"12087970700","Miami"
"12087970400","Miami"
"12087980100","Miami"
"12087971100","Miami"
"12087971401","Miami"
"12087972500","Miami"
"12087971402","Miami"
"12087972000","Miami"
"12087971200","Miami"
"12087972100","Miami"
"12087971001","Miami"
"12087970900","Miami"
"12087970800","Miami"
"12087972400","Miami"
"12087980000","Miami"
"12087972600","Miami"
"12087972200","Miami"
"12087972300","Miami"
"12095016732","Orlando"
"12095014805","Orlando"
"12095013803","Orlando"
"12095016733","Orlando"
"12095014704","Orlando"
"12095014908","Orlando"
"12095016731","Orlando"
"12095015701","Orlando"
"12095014804","Orlando"
"12095013702","Orlando"
"12095015001","Orlando"
"12095014811","Orlando"
"12095014806","Orlando"
"12095014906","Orlando"
"12095017804","Orlando"
"12095017703","Orlando"
"12095017013","Orlando"
"12095012600","Orlando"
"12095016907","Orlando"
"12095014608","Orlando"
"12095018400","Orlando"
"12095017011","Orlando"
"12095014703","Orlando"
"12095014702","Orlando"
"12095016806","Orlando"
"12095018500","Orlando"
"12095016730","Orlando"
"12095013402","Orlando"
"12095013403","Orlando"
"12095017300","Orlando"
"12095017109","Orlando"
"12095014812","Orlando"
"12095014813","Orlando"
"12095017600","Orlando"
"12095017503","Orlando"
"12095018700","Orlando"
"12095014807","Orlando"
"12095014909","Orlando"
"12095013802","Orlando"
"12095013801","Orlando"
"12095013607","Orlando"
"12095013605","Orlando"
"12095013511","Orlando"
"12095014809","Orlando"
"12095017004","Orlando"
"12095013900","Orlando"
"12095014904","Orlando"
"12095018300","Orlando"
"12095017802","Orlando"
"12095012401","Orlando"
"12095012305","Orlando"
"12095016734","Orlando"
"12095013701","Orlando"
"12095014601","Orlando"
"12095014504","Orlando"
"12095014607","Orlando"
"12095017012","Orlando"
"12095017108","Orlando"
"12095015601","Orlando"
"12095014701","Orlando"
"12095017701","Orlando"
"12095018200","Orlando"
"12095016729","Orlando"
"12095018800","Orlando"
"12095018900","Orlando"
"12095014606","Orlando"
"12095017805","Orlando"
"12095014808","Orlando"
"12095017807","Orlando"
"12095014503","Orlando"
"12095016902","Orlando"
"12095017902","Orlando"
"12095014810","Orlando"
"12095018100","Orlando"
"12095017504","Orlando"
"12095016505","Orlando"
"12095012201","Orlando"
"12095012303","Orlando"
"12095014605","Orlando"
"12095990000","Orlando"
"12095013606","Orlando"
"12095013603","Orlando"
"12095014502","Orlando"
"12095017001","Orlando"
"12095015003","Orlando"
"12095017008","Orlando"
"12095017014","Orlando"
"12095016503","Orlando"
"12095017702","Orlando"
"12095016409","Orlando"
"12095016906","Orlando"
"12095012402","Orlando"
"12095014302","Orlando"
"12095017105","Orlando"
"12095014400","Orlando"
"12095013300","Orlando"
"12095014301","Orlando"
"12095015402","Orlando"
"12095017104","Orlando"
"12095017200","Orlando"
"12095014609","Orlando"
"12095016504","Orlando"
"12095014100","Orlando"
"12095016411","Orlando"
"12095016507","Orlando"
"12095012307","Orlando"
"12095016804","Orlando"
"12095016807","Orlando"
"12095013512","Orlando"
"12095017808","Orlando"
"12095012900","Orlando"
"12095017901","Orlando"
"12095016407","Orlando"
"12095018000","Orlando"
"12095015602","Orlando"
"12095017501","Orlando"
"12095015104","Orlando"
"12095016406","Orlando"
"12095013505","Orlando"
"12095013509","Orlando"
"12095013604","Orlando"
"12095016802","Orlando"
"12095015202","Orlando"
"12095015300","Orlando"
"12095015002","Orlando"
"12095017006","Orlando"
"12095015004","Orlando"
"12095016412","Orlando"
"12095016410","Orlando"
"12095016728","Orlando"
"12095016904","Orlando"
"12095014200","Orlando"
"12095015201","Orlando"
"12095017016","Orlando"
"12095013510","Orlando"
"12095017806","Orlando"
"12095013201","Orlando"
"12095017107","Orlando"
"12095017103","Orlando"
"12095015501","Orlando"
"12095012100","Orlando"
"12095017400","Orlando"
"12095016408","Orlando"
"12095016712","Orlando"
"12095013405","Orlando"
"12095012304","Orlando"
"12095012701","Orlando"
"12095015105","Orlando"
"12095013508","Orlando"
"12095016714","Orlando"
"12095015902","Orlando"
"12095013202","Orlando"
"12095016002","Orlando"
"12095016302","Orlando"
"12095016200","Orlando"
"12095015103","Orlando"
"12095016903","Orlando"
"12095016713","Orlando"
"12095013406","Orlando"
"12095013503","Orlando"
"12095012306","Orlando"
"12095012403","Orlando"
"12095016803","Orlando"
"12095016716","Orlando"
"12095016724","Orlando"
"12095016727","Orlando"
"12095016723","Orlando"
"12095014000","Orlando"
"12095012000","Orlando"
"12095016508","Orlando"
"12095016402","Orlando"
"12095017015","Orlando"
"12095017017","Orlando"
"12095015106","Orlando"
"12095013507","Orlando"
"12095016602","Orlando"
"12095012800","Orlando"
"12095011100","Orlando"
"12095016001","Orlando"
"12095015802","Orlando"
"12095011702","Orlando"
"12095016100","Orlando"
"12095016511","Orlando"
"12095016710","Orlando"
"12095010300","Orlando"
"12095012202","Orlando"
"12095015702","Orlando"
"12095016510","Orlando"
"12095016717","Orlando"
"12095012500","Orlando"
"12095011701","Orlando"
"12095011600","Orlando"
"12095010200","Orlando"
"12095016301","Orlando"
"12095010400","Orlando"
"12095016509","Orlando"
"12095010500","Orlando"
"12095016601","Orlando"
"12095011300","Orlando"
"12095015901","Orlando"
"12095011000","Orlando"
"12095015801","Orlando"
"12095016715","Orlando"
"12095016709","Orlando"
"12095010802","Orlando"
"12095016704","Orlando"
"12095011200","Orlando"
"12097043201","Orlando"
"12097040801","Orlando"
"12097041002","Orlando"
"12097043205","Orlando"
"12097042702","Orlando"
"12097043100","Orlando"
"12097043500","Orlando"
"12097043204","Orlando"
"12097043302","Orlando"
"12097042300","Orlando"
"12097040802","Orlando"
"12097042000","Orlando"
"12097041700","Orlando"
"12097043301","Orlando"
"12097041300","Orlando"
"12097042800","Orlando"
"12097042900","Orlando"
"12097042602","Orlando"
"12097042100","Orlando"
"12097041600","Orlando"
"12097040901","Orlando"
"12097043202","Orlando"
"12097041800","Orlando"
"12097042601","Orlando"
"12097043206","Orlando"
"12097041001","Orlando"
"12097042500","Orlando"
"12097043800","Orlando"
"12097040804","Orlando"
"12097043600","Orlando"
"12097043203","Orlando"
"12097040902","Orlando"
"12097043400","Orlando"
"12097042200","Orlando"
"12097041900","Orlando"
"12097042400","Orlando"
"12097041100","Orlando"
"12097042701","Orlando"
"12097040803","Orlando"
"12097043700","Orlando"
"12097041500","Orlando"
"12101031014","Tampa Bay"
"12101031205","Tampa Bay"
"12101031903","Tampa Bay"
"12101032804","Tampa Bay"
"12101032110","Tampa Bay"
"12101031703","Tampa Bay"
"12101032106","Tampa Bay"
